id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23430634,Newly Updated Victorian Village 3BR Townhouse,9152651,Jon,,Near North/University,39.9821260397352,-83.01057800268958,Entire home/apt,110,1,38,2019-02-04,3.47,20,277
23465975,Italian Village Spa Oasis with Jacuzzi Tub,13312217,Lauren,,Near North/University,39.982807818433486,-82.99801710743327,Entire home/apt,111,2,24,2019-01-27,2.10,1,15
23469529,White Brick Studio - OSU & Short North,52174539,Nat,,Near North/University,39.991837123255586,-83.01032481803747,Entire home/apt,65,1,143,2019-02-04,13.04,3,92
23487195,Cozy Family Friendly Two Bedroom Condo,175362086,Misty,,Westland,39.916863777553246,-83.12385716518673,Entire home/apt,89,2,44,2019-01-24,3.86,1,16
23521285,SOHUD Treetop Townhouse (C),4723137,David,,Near North/University,40.014188097960464,-83.00142357808664,Entire home/apt,85,3,71,2018-12-08,6.25,2,73
23527056,Bryden Place,97856323,W.,,Near East,39.96030033960542,-82.96877739235,Private room,35,1,28,2019-02-07,2.45,1,349
23543962,Charming & spacious home in Merion Village 2/2,18154186,Heath,,Near South,39.9386185154583,-82.99583429042583,Private room,36,2,14,2018-09-17,1.57,2,87
23553539,Easton's Residence,32991417,Erich,,Rocky Fork-Blacklick,40.078334549296244,-82.86361564661384,Private room,40,1,11,2018-10-07,0.96,1,89
23582919,Brewery District Homestead,60592073,Hilary,,Near South,39.94744460442609,-82.99904465625735,Entire home/apt,197,1,33,2019-01-12,3.01,1,197
23591091,Your Home Away From Home,176373381,Allan,,Rocky Fork-Blacklick,40.08953501488581,-82.8758442761548,Entire home/apt,150,1,18,2018-11-04,1.71,1,86
23631933,"Short North Private Home, off Summit and 4th Ave.",125943733,Joe,,Near North/University,39.987445222545716,-83.00206958092024,Entire home/apt,50,1,144,2019-02-07,12.78,6,276
23671175,BEAUTIFUL NEW GRANT PARK 3 BEDROOM,177259568,Adam,,Near North/University,39.98841521845911,-82.99829963785488,Entire home/apt,110,1,27,2018-10-07,2.56,1,0
23714822,"Olde Towne Charmer - 4 Bedrooms, 3 Full Baths!",31798233,Sam,,Near East,39.96432102559219,-82.97926096588593,Entire home/apt,300,2,19,2019-02-01,1.85,4,245
23723456,Large German Village Home with Beautiful Patio,71567500,Pat,,Near South,39.94165634301941,-82.99904711011382,Entire home/apt,218,1,54,2019-01-13,4.95,4,90
23728894,King Bedroom.  Whole house to yourself.,47433167,Bianca,,Near South,39.95130667635241,-82.97338077772574,Entire home/apt,115,1,2,2018-09-30,0.34,5,0
